24067 200
0 91 229
1 19 91
0 91 410
1 17 91
0 91 550
1 3 91
0 13 459
1 42 13
0 13 855
1 24 13
0 61 928
1 38 61
0 23 740
1 98 23
0 49 677
1 31 49
0 49 896
1 97 49
0 61 955
1 74 61
0 61 959
1 96 61
0 61 981
1 27 61
0 61 987
0 35 987
1 35 61
0 49 946
0 65 946
1 65 49
0 20 969
0 75 969
1 75 20
0 13 882
0 12 882
1 12 13
0 78 877
0 35 877
1 35 78
0 23 776
0 70 776
1 70 23
0 50 849
0 71 849
1 71 50
0 91 567
0 99 567
1 99 91
0 63 700
0 36 700
1 36 63
0 76 644
0 96 644
1 96 76
0 44 649
0 80 649
1 80 44
0 41 306
0 100 306
1 100 41
0 40 717
0 93 717
1 93 40
0 72 100
0 96 100
1 96 72
0 1 235
0 60 235
1 60 1
0 53 811
0 95 811
1 95 53
0 2 305
0 3 129
0 4 25
0 5 212
0 6 386
0 7 50
0 8 523
0 9 715
0 10 685
0 11 369
0 12 304
0 14 556
0 15 406
0 16 393
0 17 64
0 18 563
0 19 58
0 21 711
0 22 177
0 24 155
0 25 87
0 26 531
0 27 713
0 28 895
0 29 401
0 30 220
0 31 173
0 32 494
0 33 419
0 34 792
0 35 273
0 36 155
0 37 729
0 38 162
0 39 294
0 42 152
0 43 570
0 45 349
0 46 278
0 47 373
0 48 265
0 51 498
0 52 705
0 54 460
0 55 509
0 56 469
0 57 239
0 58 183
0 59 728
0 60 26
0 62 347
0 64 67
0 65 416
0 66 884
0 67 474
0 68 618
0 69 428
0 70 218
0 71 205
0 73 367
0 74 444
0 75 307
0 77 260
0 79 640
0 80 97
0 81 667
0 82 119
0 83 346
0 84 453
0 85 122
0 86 205
0 87 172
0 88 548
0 89 105
0 90 376
0 92 209
0 93 53
0 94 359
0 95 18
0 96 36
0 97 208
0 98 172
0 99 165
0 100 89
3547 271
0 52 228
1 43 52
0 96 292
1 79 96
0 21 493
1 72 21
0 31 482
1 73 31
0 30 354
1 87 30
0 11 452
1 90 11
0 42 410
1 9 42
0 27 240
1 25 27
0 84 388
1 51 84
0 8 221
1 16 8
0 27 447
1 83 27
0 2 294
1 76 2
0 96 524
1 80 96
0 2 324
1 68 2
0 67 529
1 38 67
0 56 491
1 98 56
0 84 665
1 89 84
0 42 631
1 13 42
0 27 520
1 57 27
0 78 727
1 15 78
0 24 538
1 61 24
0 96 841
1 12 96
0 20 798
1 32 20
0 24 780
1 14 24
0 45 602
1 93 45
0 6 956
1 26 6
0 33 626
1 49 33
0 99 607
1 75 99
0 45 630
1 23 45
0 35 894
1 65 35
0 78 745
1 34 78
0 78 763
1 66 78
0 78 772
1 22 78
0 78 879
1 53 78
0 24 944
1 36 24
0 78 907
1 7 78
0 35 971
1 44 35
0 35 985
1 4 35
0 6 959
0 4 959
1 4 6
0 24 979
0 63 979
1 63 24
0 78 914
0 59 914
1 59 78
0 97 891
0 55 891
1 55 97
0 40 882
0 41 882
1 41 40
0 96 867
0 63 867
1 63 96
0 20 866
0 59 866
1 59 20
0 64 947
0 19 947
1 19 64
0 84 832
0 41 832
1 41 84
0 42 712
0 41 712
1 41 42
0 45 826
0 63 826
1 63 45
0 33 843
0 55 843
1 55 33
0 99 765
0 19 765
1 19 99
0 88 724
0 65 724
1 65 88
0 67 557
0 18 557
1 18 67
0 27 614
0 63 614
1 63 27
0 21 928
0 4 928
1 4 21
0 47 512
0 49 512
1 49 47
0 56 854
0 44 854
1 44 56
0 31 545
0 75 545
1 75 31
0 5 555
0 77 555
1 77 5
0 11 799
0 59 799
1 59 11
0 94 590
0 46 590
1 46 94
0 95 779
0 53 779
1 53 95
0 39 744
0 66 744
1 66 39
0 58 703
0 41 703
1 41 58
0 69 420
0 44 420
1 44 69
0 62 566
0 23 566
1 23 62
0 30 585
0 55 585
1 55 30
0 2 461
0 12 461
1 12 2
0 82 375
0 15 375
1 15 82
0 10 387
0 77 387
1 77 10
0 3 464
0 32 464
1 32 3
0 52 344
0 44 344
1 44 52
0 8 477
0 14 477
1 14 8
0 91 247
0 77 247
1 77 91
0 1 413
0 75 413
1 75 1
0 50 295
0 12 295
1 12 50
0 28 305
0 81 305
1 81 28
0 92 506
0 26 506
1 26 92
0 74 386
0 59 386
1 59 74
0 60 356
0 66 356
1 66 60
0 100 144
0 9 144
1 9 100
0 71 352
0 41 352
1 41 71
0 86 243
0 80 243
1 80 86
0 17 520
0 29 520
1 29 17
0 37 207
0 83 207
1 83 37
0 85 190
0 16 190
1 16 85
0 4 424
0 7 846
0 9 108
0 12 183
0 13 357
0 14 194
0 15 259
0 16 6
0 18 466
0 19 573
0 22 745
0 23 326
0 25 170
0 26 175
0 29 59
0 32 213
0 34 744
0 36 791
0 38 269
0 41 77
0 43 19
0 44 203
0 46 366
0 48 19
0 49 423
0 51 185
0 53 362
0 54 484
0 55 313
0 57 369
0 59 158
0 61 439
0 63 449
0 65 518
0 66 118
0 68 263
0 70 775
0 72 41
0 73 73
0 75 187
0 76 221
0 77 192
0 79 22
0 80 63
0 81 181
0 83 57
0 87 105
0 89 355
0 90 113
0 93 483
0 98 271
16782 190
0 28 104
1 34 28
0 75 369
1 46 75
0 19 437
1 25 19
0 56 374
1 87 56
0 96 636
1 43 96
0 47 687
1 4 47
0 54 335
1 92 54
0 69 337
1 88 69
0 76 614
1 12 76
0 45 791
1 59 45
0 53 814
1 36 53
0 17 779
1 42 17
0 9 601
1 2 9
0 16 604
1 5 16
0 11 635
1 82 11
0 54 617
1 13 54
0 30 725
1 90 30
0 75 677
1 73 75
0 22 721
1 62 22
0 94 752
1 21 94
0 98 900
1 81 98
0 58 897
1 49 58
0 98 988
1 83 98
0 98 991
0 71 991
1 71 98
0 37 958
0 71 958
1 71 37
0 3 958
0 83 958
1 83 3
0 9 924
0 83 924
1 83 9
0 66 952
0 71 952
1 71 66
0 35 865
0 71 865
1 71 35
0 14 839
0 49 839
1 49 14
0 70 895
0 83 895
1 83 70
0 69 616
0 83 616
1 83 69
0 41 848
0 71 848
1 71 41
0 72 595
0 13 595
1 13 72
0 67 725
0 21 725
1 21 67
0 60 572
0 82 572
1 82 60
0 78 555
0 2 555
1 2 78
0 38 576
0 71 576
1 71 38
0 15 448
0 12 448
1 12 15
0 64 346
0 71 346
1 71 64
0 33 295
0 4 295
1 4 33
0 26 305
0 92 305
1 92 26
0 74 726
0 49 726
1 49 74
0 20 360
0 2 360
1 2 20
0 51 117
0 49 117
1 49 51
0 50 145
0 92 145
1 92 50
0 1 198
0 2 40
0 4 223
0 5 559
0 6 266
0 7 917
0 8 516
0 10 635
0 11 717
0 12 336
0 13 546
0 16 919
0 17 936
0 18 120
0 19 645
0 21 513
0 22 884
0 23 916
0 24 329
0 25 137
0 27 438
0 28 170
0 29 417
0 30 945
0 31 673
0 32 698
0 34 45
0 36 521
0 39 547
0 40 243
0 42 551
0 43 289
0 44 415
0 45 873
0 46 117
0 47 767
0 48 674
0 49 32
0 52 868
0 53 838
0 54 627
0 55 501
0 56 617
0 57 170
0 58 911
0 59 488
0 61 203
0 62 681
0 63 564
0 65 495
0 68 318
0 71 239
0 73 661
0 75 797
0 76 754
0 77 641
0 79 176
0 80 746
0 81 745
0 82 394
0 83 607
0 84 66
0 85 864
0 86 838
0 87 191
0 88 311
0 89 564
0 90 607
0 91 687
0 92 30
0 93 312
0 94 832
0 95 246
0 96 931
0 97 803
34182 100
0 1 480
0 2 802
0 3 680
0 4 569
0 5 868
0 6 617
0 7 838
0 8 545
0 9 540
0 10 650
0 11 830
0 12 331
0 13 975
0 14 406
0 15 879
0 16 810
0 17 656
0 18 987
0 19 619
0 20 579
0 21 841
0 22 590
0 23 690
0 24 640
0 25 462
0 26 622
0 27 811
0 28 741
0 29 924
0 30 510
0 31 973
0 32 884
0 33 518
0 34 973
0 35 660
0 36 541
0 37 450
0 38 401
0 39 954
0 40 702
0 41 909
0 42 249
0 43 747
0 44 561
0 45 951
0 46 745
0 47 645
0 48 339
0 49 759
0 50 468
0 51 466
0 52 558
0 53 480
0 54 744
0 55 638
0 56 428
0 57 952
0 58 870
0 59 891
0 60 874
0 61 971
0 62 605
0 63 742
0 64 664
0 65 812
0 66 352
0 67 197
0 68 948
0 69 846
0 70 727
0 71 642
0 72 877
0 73 638
0 74 360
0 75 826
0 76 873
0 77 764
0 78 393
0 79 710
0 80 913
0 81 918
0 82 656
0 83 702
0 84 965
0 85 734
0 86 772
0 87 739
0 88 904
0 89 532
0 90 942
0 91 147
0 92 802
0 93 511
0 94 475
0 95 883
0 96 579
0 97 714
0 98 684
0 99 982
0 100 942
