9917847 4000
0 816 10596
1 932 816
0 1270 10823
1 1631 1270
0 1051 10220
1 528 1051
0 1412 10151
1 761 1412
0 152 10728
1 1655 152
0 830 10636
1 1525 830
0 890 10899
1 1606 890
0 1613 10768
1 1063 1613
0 839 10048
1 1477 839
0 1148 10159
1 673 1148
0 313 10414
1 1144 313
0 499 10620
1 812 499
0 1902 10884
1 1276 1902
0 1288 10329
1 1647 1288
0 1404 10391
1 1764 1404
0 1139 10655
1 521 1139
0 236 10519
1 642 236
0 1685 10191
1 945 1685
0 914 10288
1 478 914
0 643 10275
1 1913 643
0 87 10692
1 704 87
0 602 10689
1 199 602
0 1464 10218
1 955 1464
0 1256 10883
1 957 1256
0 1255 10266
1 1805 1255
0 2 10607
1 178 2
0 1457 10493
1 609 1457
0 1578 10469
1 1488 1578
0 1954 10659
1 1865 1954
0 1109 10573
1 1864 1109
0 600 10639
1 1284 600
0 5 10817
1 1376 5
0 909 10417
1 107 909
0 1859 10023
1 208 1859
0 1641 10679
1 1418 1641
0 1858 10877
1 330 1858
0 1282 10160
1 1589 1282
0 75 10426
1 1571 75
0 810 10221
1 995 810
0 1216 10562
1 1814 1216
0 171 10719
1 1849 171
0 1002 10974
1 1582 1002
0 1081 10687
1 807 1081
0 1718 10870
1 1993 1718
0 1107 10473
1 1033 1107
0 1331 10584
1 1060 1331
0 176 10951
1 1556 176
0 1102 10725
1 1261 1102
0 984 10198
1 1828 984
0 1173 10553
1 552 1173
0 848 10940
1 1167 848
0 1630 10642
1 1703 1630
0 929 10983
1 147 929
0 1257 10561
1 1465 1257
0 386 10888
1 647 386
0 340 10237
1 23 340
0 351 10911
1 1021 351
0 1789 10374
1 669 1789
0 110 10530
1 106 110
0 1044 10018
1 1562 1044
0 788 10090
1 482 788
0 1651 10166
1 1269 1651
0 511 10233
1 525 511
0 1719 10185
1 1791 1719
0 740 10279
1 99 740
0 924 10759
1 216 924
0 1708 10520
1 1509 1708
0 410 10336
1 223 410
0 1801 10291
1 1001 1801
0 138 10355
1 1394 138
0 1695 10657
1 748 1695
0 1433 10020
1 1249 1433
0 22 10673
1 409 22
0 124 10929
1 778 124
0 1234 10310
1 1519 1234
0 1887 10939
1 1720 1887
0 224 10628
1 450 224
0 119 10035
1 263 119
0 367 10376
1 707 367
0 86 10385
1 779 86
0 315 10498
1 1286 315
0 1776 10425
1 32 1776
0 860 10172
1 215 860
0 452 10245
1 556 452
0 530 10365
1 1113 530
0 1452 10091
1 1888 1452
0 915 10700
1 1192 915
0 1874 10430
1 1157 1874
0 501 10635
1 453 501
0 343 10337
1 1670 343
0 805 10795
1 1756 805
0 563 10181
1 332 563
0 1636 10302
1 791 1636
0 851 10257
1 362 851
0 68 10282
1 1121 68
0 1024 10044
1 1601 1024
0 495 10737
1 542 495
0 770 10250
1 777 770
0 646 10116
1 1396 646
0 1503 10684
1 961 1503
0 53 10840
1 980 53
0 916 10373
1 1414 916
0 345 10881
1 771 345
0 300 10967
1 1233 300
0 440 10784
1 385 440
0 948 10941
1 624 948
0 1130 10734
1 806 1130
0 259 10587
1 934 259
0 1783 10834
1 1795 1783
0 479 10522
1 1074 479
0 1527 10435
1 308 1527
0 899 10630
1 925 899
0 485 10714
1 1334 485
0 148 10871
1 50 148
0 1845 10298
1 1779 1845
0 1513 10749
1 200 1513
0 477 10006
1 1840 477
0 502 10619
1 1774 502
0 832 10017
1 1224 832
0 1699 10680
1 359 1699
0 1362 10919
1 1243 1362
0 64 10555
1 505 64
0 1343 10130
1 1617 1343
0 1910 10538
1 1346 1910
0 1472 10711
1 1827 1472
0 1796 10437
1 489 1796
0 536 10477
1 1645 536
0 1587 10944
1 790 1587
0 762 10917
1 718 762
0 1822 10231
1 1077 1822
0 1894 10050
1 1341 1894
0 356 10478
1 1726 356
0 989 10458
1 879 989
0 824 10121
1 906 824
0 928 10503
1 357 928
0 319 10669
1 344 319
0 143 10243
1 895 143
0 1043 10930
1 428 1043
0 261 10905
1 1868 261
0 975 10211
1 803 975
0 1669 10268
1 1301 1669
0 1681 10778
1 1324 1681
0 1643 10588
1 1015 1643
0 997 10242
1 670 997
0 225 10082
1 141 225
0 1225 10281
1 20 1225
0 631 10207
1 195 631
0 1420 10690
1 1052 1420
0 722 10219
1 1524 722
0 128 10502
1 1125 128
0 274 10999
1 1612 274
0 1122 10179
1 1939 1122
0 1299 10062
1 625 1299
0 304 10863
1 126 304
0 1469 10601
1 100 1469
0 285 10051
1 1566 285
0 1714 10290
1 1435 1714
0 1368 10914
1 1443 1368
0 399 10016
1 30 399
0 867 10781
1 996 867
0 1318 10812
1 108 1318
0 1258 10216
1 380 1258
0 1541 10535
1 1208 1541
0 221 10358
1 1440 221
0 1854 10273
1 1354 1854
0 444 10807
1 1967 444
0 283 10316
1 134 283
0 968 10544
1 1672 968
0 565 10526
1 1135 565
0 1370 10605
1 689 1370
0 937 10949
1 1603 937
0 1200 10077
1 1904 1200
0 1212 10873
1 966 1212
0 156 10811
1 927 156
0 508 10910
1 519 508
0 8 10516
1 1532 8
0 709 10120
1 1896 709
0 1155 10947
1 702 1155
0 626 10432
1 433 626
0 241 10805
1 217 241
0 498 10034
1 1545 498
0 101 10971
1 874 101
0 1722 10389
1 503 1722
0 1580 10532
1 127 1580
0 654 10228
1 17 654
0 657 10089
1 622 657
0 448 10902
1 1047 448
0 802 10993
1 1018 802
0 1693 10921
1 374 1693
0 16 10174
1 964 16
0 727 10274
1 1729 727
0 347 10407
1 1193 347
0 757 10852
1 1552 757
0 1521 10613
1 11 1521
0 728 10046
1 869 728
0 1010 10686
1 43 1010
0 1870 10043
1 1933 1870
0 833 10033
1 1711 833
0 1563 10739
1 290 1563
0 962 10942
1 228 962
0 1323 10109
1 260 1323
0 61 10931
1 811 61
0 680 10996
1 1487 680
0 2000 10492
1 1022 2000
0 1941 10299
1 1156 1941
0 1089 10624
1 394 1089
0 280 10894
1 1936 280
0 834 10654
1 1534 834
0 55 10822
1 1204 55
0 1666 10234
1 1615 1666
0 1147 10030
1 31 1147
0 1202 10531
1 1390 1202
0 424 10864
1 451 424
0 1398 10775
1 496 1398
0 1004 10429
1 540 1004
0 849 10167
1 465 849
0 572 10182
1 105 572
0 1378 10463
1 1011 1378
0 1906 10332
1 841 1906
0 1372 10153
1 104 1372
0 668 10593
1 1481 668
0 142 10399
1 1839 142
0 815 10990
1 1431 815
0 1781 10767
1 1227 1781
0 987 10021
1 610 987
0 1760 10786
1 911 1760
0 320 10718
1 1847 320
0 384 10908
1 1995 384
0 1344 10222
1 1931 1344
0 1507 10994
1 1345 1507
0 873 10313
1 188 873
0 1285 10566
1 604 1285
0 1096 10334
1 886 1096
0 1069 10225
1 532 1069
0 529 10320
1 1127 529
0 1073 10970
1 1542 1073
0 861 10368
1 1277 861
0 1551 10139
1 827 1551
0 338 10364
1 1085 338
0 1818 10777
1 193 1818
0 1153 10825
1 164 1153
0 882 10813
1 1657 882
0 463 10792
1 209 463
0 277 10671
1 57 277
0 1862 10604
1 297 1862
0 146 10349
1 1037 146
0 671 10634
1 1406 671
0 1217 10352
1 184 1217
0 1387 10978
1 488 1387
0 67 10071
1 776 67
0 1226 10500
1 1739 1226
0 1932 10964
1 1747 1932
0 1921 10612
1 517 1921
0 1410 10136
1 628 1410
0 246 10651
1 700 246
0 369 10092
1 796 369
0 1955 10674
1 941 1955
0 1319 10681
1 1178 1319
0 768 10467
1 1389 768
0 1479 10585
1 1366 1479
0 70 10490
1 165 70
0 1730 10760
1 1741 1730
0 276 10357
1 325 276
0 926 10925
1 1985 926
0 741 10475
1 523 741
0 1702 10521
1 1145 1702
0 667 10295
1 1683 667
0 220 10617
1 336 220
0 303 10004
1 1383 303
0 1924 10513
1 1090 1924
0 1088 10849
1 885 1088
0 102 10898
1 1498 102
0 1838 10141
1 93 1838
0 1117 10395
1 1272 1117
0 361 10995
1 302 361
0 1446 10989
1 1515 1446
0 1303 10022
1 25 1303
0 350 10215
1 531 350
0 72 10461
1 355 72
0 1101 10693
1 1152 1101
0 933 10846
1 993 933
0 760 10348
1 1197 760
0 1112 10464
1 115 1112
0 1097 10486
1 125 1097
0 767 10677
1 1332 767
0 513 10097
1 1308 513
0 825 10353
1 1856 825
0 324 10209
1 1458 324
0 665 10568
1 1547 665
0 1375 10371
1 1624 1375
0 756 10070
1 1476 756
0 1094 10955
1 1665 1094
0 341 10317
1 1824 341
0 1928 10369
1 473 1928
0 1784 10380
1 588 1784
0 920 10330
1 1438 920
0 739 10084
1 888 739
0 1832 10272
1 1237 1832
0 262 10783
1 1778 262
0 1879 10344
1 387 1879
0 252 10494
1 1182 252
0 197 10176
1 275 197
0 1842 10991
1 749 1842
0 1821 10276
1 568 1821
0 1884 10323
1 1300 1884
0 1716 10536
1 396 1716
0 758 10047
1 1409 758
0 1758 10529
1 288 1758
0 1492 10226
1 3 1492
0 1873 10537
1 799 1873
0 1419 10342
1 1392 1419
0 1084 10103
1 1078 1084
0 1180 10909
1 958 1180
0 1792 10411
1 1421 1792
0 1456 10763
1 1342 1456
0 1012 10841
1 1628 1012
0 1075 10672
1 548 1075
0 746 10049
1 378 746
0 1523 10517
1 173 1523
0 1036 10442
1 305 1036
0 1526 10614
1 1949 1526
0 694 10785
1 1253 694
0 1159 10259
1 1230 1159
0 1775 10087
1 226 1775
0 1460 10704
1 1034 1460
0 725 10828
1 1448 725
0 1353 10801
1 454 1353
0 154 10314
1 1080 154
0 1408 10893
1 547 1408
0 1118 10663
1 936 1118
0 676 10773
1 836 676
0 244 10135
1 1965 244
0 1723 10796
1 1813 1723
0 1877 10787
1 701 1877
0 1461 10217
1 1177 1461
0 1517 10984
1 1579 1517
0 1422 10824
1 1577 1422
0 1508 10523
1 681 1508
0 1067 10360
1 211 1067
0 1510 10539
1 1174 1510
0 180 10776
1 650 180
0 281 10354
1 1863 281
0 366 10867
1 902 366
0 1189 10037
1 953 1189
0 419 10731
1 1836 419
0 153 10826
1 1915 153
0 1205 10950
1 1788 1205
0 994 10403
1 349 994
0 675 10208
1 1082 675
0 49 10132
1 1141 49
0 720 10856
1 950 720
0 1238 10629
1 1994 1238
0 296 10125
1 1992 296
0 1166 10682
1 65 1166
0 1203 10527
1 1201 1203
0 1072 10409
1 76 1072
0 524 10406
1 1688 524
0 1140 10980
1 1570 1140
0 1262 10063
1 130 1262
0 471 10040
1 1843 471
0 1546 10304
1 1969 1546
0 210 10235
1 1123 210
0 1462 10774
1 1763 1462
0 342 10060
1 998 342
0 1444 11000
1 1103 1444
0 557 10372
1 1940 557
0 1812 10988
1 1565 1812
0 89 10205
1 422 89
0 149 10438
1 764 149
0 736 10638
1 39 736
0 1411 10241
1 1254 1411
0 1020 10078
1 878 1020
0 1295 10129
1 1909 1295
0 960 10482
1 1908 960
0 1808 10311
1 1999 1808
0 1678 10542
1 809 1678
0 1706 10560
1 1279 1706
0 1128 10892
1 598 1128
0 232 10474
1 1848 232
0 1544 10791
1 903 1544
0 77 10772
1 1499 77
0 782 10647
1 194 782
0 1165 10150
1 696 1165
0 383 10850
1 870 383
0 738 10707
1 1275 738
0 438 10933
1 1912 438
0 417 10454
1 979 417
0 1911 10736
1 1604 1911
0 1609 10665
1 1429 1609
0 533 10484
1 1966 533
0 1653 10444
1 516 1653
0 269 10705
1 1671 269
0 507 10976
1 1423 507
0 520 10086
1 865 520
0 1648 10065
1 1622 1648
0 46 10570
1 1050 46
0 60 10186
1 1358 60
0 611 10831
1 1724 611
0 963 10735
1 1273 963
0 1798 10115
1 690 1798
0 913 10606
1 120 913
0 457 10603
1 1737 457
0 1989 10789
1 1359 1989
0 1715 10644
1 596 1715
0 1235 10741
1 794 1235
0 181 10189
1 856 181
0 118 10832
1 439 118
0 956 10579
1 162 956
0 430 10953
1 400 430
0 583 10857
1 486 583
0 136 10958
1 1825 136
0 765 10835
1 307 765
0 1267 10138
1 213 1267
0 421 10031
1 884 421
0 1632 10569
1 1266 1632
0 1984 10862
1 713 1984
0 375 10540
1 1495 375
0 1242 10100
1 1348 1242
0 1095 10780
1 1893 1095
0 543 10545
1 1491 543
0 804 10810
1 233 804
0 1968 10793
1 1283 1968
0 973 10025
1 47 973
0 1019 10515
1 1451 1019
0 935 10640
1 358 935
0 1338 10743
1 1357 1338
0 1807 10928
1 1786 1807
0 1529 10451
1 1241 1529
0 813 10028
1 1817 813
0 250 10709
1 1712 250
0 1290 10833
1 1922 1290
0 1470 10381
1 500 1470
0 464 10678
1 965 464
0 1426 10487
1 545 1426
0 1000 10350
1 1851 1000
0 607 10471
1 469 607
0 1310 10998
1 1977 1310
0 401 10803
1 382 401
0 645 10054
1 942 645
0 1998 10178
1 1232 1998
0 240 10212
1 985 240
0 314 10319
1 1364 314
0 196 10609
1 589 196
0 1690 10465
1 592 1690
0 1934 10878
1 1866 1934
0 1948 10645
1 1794 1948
0 641 10470
1 364 641
0 446 10455
1 1573 446
0 492 10333
1 1799 492
0 919 10757
1 983 919
0 88 10088
1 271 88
0 951 10595
1 1162 951
0 1575 10543
1 1633 1575
0 651 10979
1 1897 651
0 1917 10969
1 723 1917
0 484 10114
1 257 484
0 535 10163
1 857 535
0 653 10146
1 1436 653
0 716 10533
1 1236 716
0 1138 10244
1 1937 1138
0 972 10093
1 1885 972
0 1608 10918
1 6 1608
0 1823 10420
1 1210 1823
0 974 10064
1 1093 974
0 584 10346
1 1199 584
0 1213 10053
1 1045 1213
0 1811 10246
1 1652 1811
0 1336 10627
1 930 1336
0 435 10525
1 828 435
0 518 10860
1 1007 518
0 85 10055
1 1944 85
0 1382 10450
1 504 1382
0 892 10710
1 923 892
0 192 10105
1 1042 192
0 1480 10912
1 395 1480
0 1691 10808
1 1055 1691
0 1483 10552
1 1453 1483
0 490 10183
1 59 490
0 1768 10434
1 918 1768
0 1397 10751
1 191 1397
0 1662 10583
1 1946 1662
0 91 10067
1 1161 91
0 1780 10574
1 405 1780
0 1016 10303
1 294 1016
0 522 10660
1 612 522
0 411 10003
1 944 411
0 850 10820
1 172 850
0 705 10610
1 699 705
0 1264 10572
1 1388 1264
0 205 10236
1 1321 205
0 1555 10754
1 1506 1555
0 1660 10008
1 1320 1660
0 1748 10843
1 986 1748
0 415 10815
1 1990 415
0 1853 10180
1 1881 1853
0 1973 10254
1 1179 1973
0 731 10900
1 1403 731
0 1484 10370
1 483 1484
0 1416 10102
1 1667 1416
0 1306 10441
1 1196 1306
0 769 10094
1 1559 769
0 1163 10576
1 1618 1163
0 1489 10861
1 491 1489
0 1191 10318
1 1386 1191
0 515 10577
1 1441 515
0 1787 10149
1 14 1787
0 40 10262
1 1516 40
0 858 10851
1 679 858
0 170 10361
1 1734 170
0 549 10058
1 541 549
0 550 10144
1 580 550
0 1104 10170
1 1092 1104
0 1351 10869
1 207 1351
0 744 10039
1 1041 744
0 299 10957
1 1585 299
0 95 10987
1 792 95
0 219 10966
1 1514 219
0 1356 10691
1 1309 1356
0 715 10210
1 772 715
0 554 10814
1 1137 554
0 1064 10926
1 1658 1064
0 10 10232
1 1841 10
0 174 10305
1 1564 174
0 1761 10308
1 1964 1761
0 708 10169
1 206 708
0 912 10440
1 695 912
0 337 10847
1 822 337
0 352 10802
1 480 352
0 1339 10019
1 1399 1339
0 1646 10397
1 614 1646
0 1030 10057
1 94 1030
0 1597 10111
1 969 1597
0 1869 10098
1 1638 1869
0 939 10524
1 63 939
0 1231 10699
1 649 1231
0 69 10668
1 814 69
0 687 10650
1 1209 687
0 721 10599
1 309 721
0 466 10495
1 982 466
0 391 10126
1 1296 391
0 1661 10366
1 1280 1661
0 1942 10615
1 1642 1942
0 672 10717
1 1490 672
0 1504 10554
1 167 1504
0 189 10658
1 425 189
0 321 10081
1 823 321
0 245 10204
1 1914 245
0 634 10880
1 468 634
0 784 10042
1 243 784
0 1757 10195
1 403 1757
0 633 10106
1 1927 633
0 379 10184
1 897 379
0 1259 10393
1 158 1259
0 891 10367
1 1654 891
0 1268 10007
1 527 1268
0 270 10985
1 1415 270
0 1211 10148
1 1605 1211
0 1079 10325
1 1867 1079
0 1557 10798
1 1771 1557
0 1198 10748
1 1957 1198
0 18 10742
1 853 18
0 586 10744
1 408 586
0 1115 10885
1 1474 1115
0 1560 10982
1 38 1560
0 1014 10901
1 80 1014
0 81 10764
1 1099 81
0 237 10452
1 1143 237
0 1531 10936
1 854 1531
0 821 10664
1 852 821
0 615 10145
1 1214 615
0 1991 10253
1 348 1991
0 1293 10402
1 472 1293
0 306 10488
1 1920 306
0 1454 10466
1 1962 1454
0 1187 10322
1 1675 1187
0 623 10263
1 1918 623
0 1313 10362
1 1815 1313
0 371 10131
1 1528 371
0 1834 10564
1 1677 1834
0 845 10505
1 1485 845
0 354 10865
1 247 354
0 847 10306
1 442 847
0 575 10157
1 1061 575
0 883 10024
1 1430 883
0 555 10740
1 19 555
0 370 10547
1 1692 370
0 1766 10602
1 947 1766
0 365 10427
1 1607 365
0 1674 10388
1 432 1674
0 1809 10626
1 1379 1809
0 1733 10924
1 1543 1733
0 587 10534
1 1889 587
0 1363 10447
1 877 1363
0 1595 10192
1 808 1595
0 1437 10445
1 605 1437
0 1027 10501
1 1219 1027
0 910 10730
1 413 910
0 1790 10986
1 1732 1790
0 801 10961
1 967 801
0 253 10906
1 617 253
0 949 10240
1 872 949
0 135 10799
1 287 135
0 48 10935
1 1947 48
0 754 10855
1 1 754
0 1164 10424
1 1447 1164
0 298 10746
1 159 298
0 122 10923
1 514 122
0 212 10945
1 567 212
0 1281 10383
1 684 1281
0 1710 10119
1 1926 1710
0 677 10379
1 1039 677
0 775 10137
1 79 775
0 368 10959
1 1274 368
0 431 10419
1 1860 431
0 1215 10952
1 976 1215
0 1169 10839
1 33 1169
0 1698 10582
1 377 1698
0 1029 10972
1 864 1029
0 578 10229
1 905 578
0 1116 10830
1 1494 1116
0 436 10866
1 636 436
0 1046 10858
1 1304 1046
0 1142 10946
1 1800 1142
0 1576 10499
1 534 1576
0 1221 10721
1 1496 1221
0 37 10309
1 1391 37
0 109 10887
1 661 109
0 793 10468
1 161 793
0 1218 10600
1 1610 1218
0 1907 10510
1 683 1907
0 1278 10076
1 594 1278
0 1974 10155
1 322 1974
0 1244 10363
1 1449 1244
0 242 10045
1 1091 242
0 1350 10844
1 327 1350
0 1467 10453
1 1721 1467
0 258 10838
1 1086 258
0 1816 10816
1 1689 1816
0 470 10506
1 562 470
0 1150 10083
1 1819 1150
0 774 10326
1 265 774
0 1892 10747
1 248 1892
0 133 10594
1 1057 133
0 1611 10173
1 273 1611
0 1365 10890
1 780 1365
0 24 10328
1 131 24
0 363 10382
1 686 363
0 202 10720
1 1131 202
0 1381 10059
1 759 1381
0 652 10937
1 558 652
0 1380 10335
1 658 1380
0 1996 10359
1 1883 1996
0 1298 10124
1 1536 1298
0 1228 10963
1 785 1228
0 1561 10821
1 553 1561
0 697 10845
1 1980 697
0 1025 10331
1 222 1025
0 829 10338
1 732 829
0 990 10489
1 1599 990
0 593 10162
1 295 593
0 1468 10790
1 339 1468
0 293 10446
1 1876 293
0 249 10285
1 1009 249
0 1176 10703
1 117 1176
0 1263 10589
1 353 1263
0 1136 10443
1 1478 1136
0 185 10187
1 381 185
0 1133 10481
1 256 1133
0 35 10981
1 1717 35
0 1568 10223
1 1315 1568
0 1971 10586
1 938 1971
0 901 10200
1 1522 901
0 1705 10479
1 1803 1705
0 1553 10762
1 893 1553
0 1361 10175
1 880 1361
0 474 10666
1 603 474
0 1769 10874
1 1725 1769
0 169 10248
1 1903 169
0 493 10005
1 797 493
0 129 10193
1 1023 129
0 1108 10457
1 898 1108
0 988 10598
1 977 988
0 844 10247
1 1986 844
0 323 10770
1 1950 323
0 1797 10214
1 1831 1797
0 1830 10656
1 1880 1830
0 1031 10123
1 373 1031
0 1673 10147
1 991 1673
0 1535 10423
1 1337 1535
0 311 10401
1 1687 311
0 268 10462
1 855 268
0 316 10507
1 1753 316
0 96 10428
1 1736 96
0 1114 10315
1 56 1114
0 656 10286
1 755 656
0 1059 10343
1 29 1059
0 1040 10133
1 1569 1040
0 326 10283
1 21 326
0 406 10066
1 560 406
0 1385 10973
1 231 1385
0 27 10528
1 570 27
0 842 10903
1 272 842
0 1945 10074
1 1901 1945
0 1975 10565
1 887 1975
0 103 10882
1 333 103
0 58 10769
1 693 58
0 940 10616
1 1600 940
0 710 10476
1 1749 710
0 1070 10010
1 1852 1070
0 1402 10079
1 1434 1402
0 1837 10932
1 999 1837
0 98 10108
1 590 98
0 1129 10002
1 292 1129
0 1493 10396
1 719 1493
0 1960 10188
1 1038 1960
0 476 10294
1 724 476
0 1802 10001
1 630 1802
0 917 10449
1 843 917
0 157 10618
1 286 157
0 582 10806
1 1355 582
0 1731 10347
1 372 1731
0 862 10706
1 763 862
0 1713 10558
1 1329 1713
0 1759 10954
1 1511 1759
0 1432 10032
1 1640 1432
0 1032 10729
1 1053 1032
0 112 10496
1 1634 112
0 1593 10415
1 51 1593
0 1649 10733
1 434 1649
0 1872 10581
1 1314 1872
0 618 10378
1 639 618
0 1340 10661
1 840 1340
0 510 10015
1 818 510
0 1427 10652
1 1054 1427
0 1463 10433
1 1247 1463
0 301 10321
1 1567 301
0 163 10194
1 1629 163
0 566 10804
1 1106 566
0 1154 10708
1 1325 1154
0 279 10580
1 1017 279
0 1149 10375
1 573 1149
0 1707 10029
1 1252 1707
0 574 10307
1 1360 574
0 1317 10293
1 1500 1317
0 175 10324
1 376 175
0 92 10459
1 773 92
0 1700 10287
1 1056 1700
0 1428 10723
1 1963 1428
0 613 10158
1 1744 613
0 1505 10868
1 729 1505
0 1988 10782
1 291 1988
0 1367 10559
1 461 1367
0 1471 10649
1 1627 1471
0 1006 10190
1 462 1006
0 1287 10080
1 182 1287
0 659 10483
1 685 659
0 1895 10249
1 1377 1895
0 981 10280
1 346 981
0 1550 10238
1 743 1550
0 1572 10915
1 561 1572
0 1697 10012
1 889 1697
0 1352 10819
1 1586 1352
0 1558 10251
1 1833 1558
0 1028 10712
1 1620 1028
0 312 10653
1 648 312
0 1186 10848
1 1413 1186
0 1890 10611
1 559 1890
0 1899 10646
1 734 1899
0 1250 10591
1 564 1250
0 186 10267
1 835 186
0 1005 10632
1 954 1005
0 1709 10270
1 717 1709
0 1871 10154
1 73 1871
0 1371 10011
1 1767 1371
0 688 10122
1 747 688
0 1740 10633
1 1327 1740
0 13 10206
1 26 13
0 404 10761
1 1066 404
0 837 10512
1 418 837
0 1777 10351
1 82 1777
0 591 10631
1 922 591
0 1626 10421
1 137 1626
0 84 10278
1 388 84
0 1664 10514
1 160 1664
0 328 10260
1 1035 328
0 1305 10168
1 187 1305
0 497 10698
1 416 497
0 1751 10676
1 712 1751
0 1384 10889
1 1750 1384
0 289 10578
1 1119 289
0 959 10377
1 1223 959
0 1727 10284
1 1100 1727
0 487 10340
1 1183 487
0 1584 10556
1 407 1584
0 458 10456
1 66 458
0 546 10110
1 1400 546
0 1245 10916
1 402 1245
0 581 10854
1 1804 581
0 1668 10766
1 1886 1668
0 750 10095
1 551 750
0 155 10943
1 1785 155
0 1976 10384
1 1271 1976
0 863 10418
1 150 863
0 1782 10224
1 1684 1782
0 1952 10592
1 1810 1952
0 1292 10891
1 331 1292
0 9 10557
1 1393 9
0 735 10118
1 235 735
0 445 10413
1 144 445
0 393 10800
1 1637 393
0 682 10472
1 1857 682
0 1959 10732
1 45 1959
0 1923 10271
1 1455 1923
0 907 10948
1 1650 907
0 571 10752
1 1291 571
0 1574 10341
1 1659 1574
0 4 10107
1 1943 4
0 706 10068
1 800 706
0 1846 10563
1 1549 1846
0 943 10296
1 278 943
0 1466 10904
1 239 1466
0 894 10548
1 817 894
0 34 10052
1 1065 34
0 752 10297
1 1679 752
0 1333 10541
1 1335 1333
0 871 10491
1 1168 871
0 140 10797
1 946 140
0 787 10327
1 1501 787
0 1260 10485
1 992 1260
0 1265 10685
1 1548 1265
0 1473 10072
1 121 1473
0 1694 10213
1 1171 1694
0 460 10203
1 1181 460
0 1459 10875
1 145 1459
0 1728 10085
1 538 1728
0 398 10997
1 1882 398
0 509 10312
1 1686 509
0 1076 10112
1 569 1076
0 475 10509
1 1738 475
0 595 10201
1 1170 595
0 1439 10722
1 317 1439
0 1071 10156
1 28 1071
0 1742 10026
1 449 1742
0 132 10765
1 1925 132
0 660 10738
1 71 660
0 1538 10127
1 7 1538
0 427 10667
1 619 427
0 971 10853
1 632 971
0 1644 10895
1 389 1644
0 1621 10938
1 113 1621
0 789 10196
1 1616 789
0 116 10788
1 1322 116
0 1048 10269
1 691 1048
0 1087 10927
1 1395 1087
0 644 10625
1 190 644
0 1773 10404
1 78 1773
0 635 10755
1 1407 635
0 621 10142
1 41 621
0 539 10842
1 1520 539
0 786 10968
1 15 786
0 494 10695
1 392 494
0 512 10771
1 698 512
0 866 10412
1 1754 866
0 620 10753
1 426 620
0 390 10960
1 1680 390
0 1347 10252
1 637 1347
0 1983 10261
1 397 1983
0 599 10702
1 456 599
0 1972 10069
1 447 1972
0 1591 10289
1 1878 1591
0 1328 10339
1 952 1328
0 714 10836
1 781 714
0 1502 10197
1 198 1502
0 970 10431
1 1246 970
0 52 10662
1 1111 52
0 1602 10550
1 1083 1602
0 1537 10726
1 1240 1537
0 1222 10623
1 1160 1222
0 1829 10410
1 1026 1829
0 1307 10230
1 1592 1307
0 1930 10041
1 334 1930
0 608 10697
1 1540 608
0 1533 10256
1 441 1533
0 1855 10140
1 526 1855
0 1297 10448
1 467 1297
0 1905 10962
1 1151 1905
0 585 10164
1 166 585
0 1619 10886
1 1898 1619
0 1981 10422
1 254 1981
0 1190 10837
1 664 1190
0 1916 10876
1 1762 1916
0 601 10199
1 1486 601
0 1475 10405
